id,label
45591,6
28358,7
15624,7
19462,9
64774,6
118220,0
1151,11
109567,7
106192,3
148344,2
12639,10
129428,5
136498,7
73646,4
83383,7
58391,8
128282,7
149179,7
132070,8
44256,7
5308,10
125786,7
68104,8
117544,9
34574,5
102661,8
66951,2
98593,0
8750,4
5727,7
107631,5
97986,5
79343,7
114151,6
11941,8
9554,5
108812,2
99873,6
125895,7
6402,2
116773,11
104553,9
8018,8
40289,8
113536,7
64130,7
24671,11
75567,0
27782,7
73117,8
60558,7
114660,7
121360,8
76593,7
120463,7
61292,7
102648,7
124120,8
1453,4
16206,8
9053,1
66213,3
102388,0
130116,8
113907,6
94980,3
38692,0
42176,7
80330,4
1753,8
81085,7
3622,7
65086,5
49060,7
99840,5
40465,8
125672,8
120508,6
59406,7
74356,7
133373,11
95220,6
53623,8
134846,6
103497,10
42459,11
73775,6
125265,0
68965,9
10339,5
34625,4
92314,3
57923,7
14492,8
127874,5
70798,7
11588,8
76463,5
117250,7
145654,7
63972,4
41036,7
146180,0
75439,6
115372,2
16619,6
30855,5
113112,6
21525,11
1833,0
103654,1
66819,7
29712,10
99047,6
55677,7
147507,7
11019,7
127673,7
6949,7
24093,7
140905,7
112983,8
94615,10
58380,8
37418,7
102431,4
95591,4
74500,10
586,8
99762,7
71608,9
142079,8
80345,7
38651,10
88966,7
15038,7
45508,7
84163,7
50,5
70401,8
119858,0
122572,7
47363,5
119493,1
94632,7
56448,6
121006,8
131918,1
120883,5
125182,8
90920,8
132508,0
76626,7
39103,5
59171,9
138872,3
41127,7
101405,5
66406,7
94763,5
113294,7
81783,5
6712,9
144187,0
3149,6
119659,7
51937,0
33136,7
105588,8
59563,8
97079,5
114084,7
2546,8
21567,5
22875,8
4185,5
55513,7
58118,7
50866,8
41162,3
57783,5
26928,0
136990,5
141665,8
135675,8
134836,7
72346,9
4084,5
125767,7
2291,5
97388,7
117249,8
74271,0
117657,1
17527,0
38717,9
139775,5
125600,6
67829,5
119405,7
96871,8
14761,7
94881,7
21286,0
28622,8
125108,7
129574,7
108008,1
28270,5
4484,0
145163,7
77604,8
37677,9
8719,7
146509,10
86045,9
5722,8
127265,1
69380,0
19494,8
64773,0
37114,7
77974,7
119765,7
19126,7
142065,7
46598,7
8307,3
37954,7
132768,7
70210,1
60700,8
146074,2
15175,7
31105,6
26904,7
32806,8
67018,8
133853,2
26078,7
8153,2
65057,3
54952,7
119371,7
87391,7
94193,7
22799,8
47924,6
136246,7
13228,0
68017,7
35563,7
62987,0
118507,7
49198,0
5035,7
78864,5
3156,5
45446,5
85078,5
105383,12
110205,0
100677,5
75105,5
119433,5
62999,3
93244,1
112081,8
29235,7
71548,5
71483,7
124149,0
124831,7
76051,7
66066,7
82005,7
13527,11
8491,3
21656,5
54987,7
146918,1
76980,7
75265,1
38948,3
43778,7
105844,10
7784,1
83745,7
85164,7
129138,11
17380,2
29716,5
147951,2
149137,6
96892,2
144936,3
110173,7
45832,7
62354,7
43585,7
101447,8
50230,3
93665,6
135610,8
74620,8
33499,7
88110,7
125689,8
149458,0
84907,7
148946,7
146507,7
67533,7
411,6
11432,4
80452,8
96317,7
145512,1
143114,0
22573,8
45332,7
106577,7
48600,0
143276,7
16667,7
145741,8
132501,7
141860,5
19189,7
119193,7
96439,7
133455,6
107035,11
10386,11
31236,5
137613,6
36155,7
55305,8
41507,7
117447,0
129234,7
105486,0
115577,7
1701,6
123696,11
83137,8
16511,6
74666,8
13399,7
96798,5
60295,8
20703,1
73260,10
40249,4
55970,5
142601,7
31186,7
19073,7
115407,2
26402,6
69669,8
131508,7
117395,3
69552,5
20707,5
40957,5
75890,7
91806,2
63453,0
46879,7
133646,7
80867,7
80587,5
120751,3
86350,7
137302,11
25470,7
136488,5
53995,3
43540,1
60699,7
106394,6
9264,8
140285,4
35890,7
57405,7
93899,10
77833,7
61537,8
145200,7
85791,7
142558,7
82201,8
136241,0
15154,7
98438,7
16248,5
12171,7
36407,0
40927,5
122583,7
110704,7
3194,7
145628,8
47404,8
59154,4
120455,6
131450,7
11323,10
102519,7
47270,3
47119,8
36769,0
30041,7
21773,1
83790,8
141782,10
47916,7
87926,7
114044,8
14772,8
23439,8
90787,10
42635,7
20455,2
53354,7
96362,7
15936,6
145930,8
117466,3
23590,3
114570,5
110496,2
124155,7
140061,0
144184,2
137313,4
44932,5
19878,10
62740,5
17853,1
7576,8
67181,6
95690,7
34731,5
98911,7
148758,7
79348,10
60791,8
35943,7
135563,0
135375,2
43091,7
35652,7
145375,9
33211,5
121875,5
14209,3
4691,10
90273,5
49927,7
96172,7
132102,4
149140,8
18441,5
11939,7
101610,5
29181,7
74711,7
68157,5
141149,7
47843,0
124115,7
21670,7
103202,7
5469,2
52603,8
84887,8
122109,5
2724,7
24277,1
21207,6
82875,0
108440,6
53600,0
86472,0
85300,7
116961,4
7125,7
44530,7
139418,10
140178,7
91751,5
100309,7
1537,3
995,3
128011,0
82298,5
90405,6
123693,5
30931,5
59443,0
81007,4
113346,5
120461,10
89393,5
126345,8
67445,8
78140,5
104464,10
135797,7
35519,7
25838,4
5540,1
34908,7
56009,2
97004,5
8139,7
60689,7
34651,7
55718,1
56566,7
97237,8
93347,5
117365,6
102729,6
23004,7
66849,7
89246,2
32450,5
127840,8
81417,9
59299,7
141859,6
106890,5
126789,6
61696,3
14886,7
34799,1
135376,7
139447,3
92354,7
29768,8
60336,7
29711,7
58309,5
83043,7
22015,5
29047,7
112688,0
7184,8
137480,7
9197,8
10752,11
116414,0
124251,5
131880,3
130635,3
37970,5
95570,5
8184,1
78766,8
30929,7
34872,7
49437,0
149341,6
48746,8
55988,5
34422,0
10634,10
35573,10
55885,7
27476,4
135295,5
58204,9
62311,4
101021,5
138355,8
7193,0
821,2
133233,0
128336,7
33737,6
17381,1
6551,10
29202,8
27731,7
22439,11
5501,11
116998,8
87760,7
105484,3
22732,0
29596,7
58029,5
93420,7
22011,5
144589,4
86699,8
120986,11
5653,7
85420,9
86456,7
113818,7
50076,8
110788,7
64414,2
144123,7
143089,8
135962,3
13231,9
73299,5
30554,0
56262,7
25083,0
111812,8
141975,11
74324,8
25812,9
38524,10
122730,5
83937,7
131639,9
21337,0
71246,8
16054,0
43234,7
124821,7
137980,5
91648,2
73684,8
34143,7
26197,0
95058,8
30075,9
78303,7
167,7
57267,0
983,5
31333,8
5080,7
76446,5
119952,0
71625,8
27442,11
47929,0
56834,11
2569,7
140333,5
3508,4
135854,2
125014,5
19801,8
441,1
15721,7
25800,8
27082,10
144284,0
42452,10
134776,4
106993,7
117178,5
21059,5
137872,8
11696,5
129400,5
71359,7
11534,8
75274,7
90137,7
148724,8
140065,5
50352,4
136702,7
114313,7
91160,7
108835,5
87386,7
44471,5
33630,7
26250,1
109263,9
83667,10
26155,4
133402,7
106147,8
140231,2
116005,7
119620,10
74514,5
89053,7
21802,7
55987,3
43820,4
101501,4
53724,8
111654,7
104052,4
57964,5
43574,7
29879,5
125051,10
48233,6
116066,8
90312,1
117216,7
6338,2
39111,10
126849,7
43230,11
75665,5
10345,7
17519,7
125133,5
137989,7
114292,7
101590,6
109938,7
49187,10
80085,11
40971,0
126061,7
73512,5
95368,3
68007,10
119326,8
62295,1
100549,1
81624,7
35831,6
128777,6
4081,8
92650,0
103960,4
132214,5
108261,5
13207,7
32349,1
123300,7
143324,7
73507,5
123993,7
86629,2
98957,7
65564,8
27776,7
3203,0
105492,0
136756,7
90012,5
123354,6
26132,11
56567,5
18280,4
17372,7
8967,1
105324,0
118407,6
65671,2
105532,3
93363,0
131344,11
117127,3
107914,7
34806,7
31631,0
79315,8
32620,0
137202,4
91025,5
24060,5
6564,6
64593,5
122333,7
148367,0
108836,5
44249,7
125928,7
124204,5
27104,5
27603,7
82472,7
102471,6
77625,0
54913,5
97445,4
61262,4
98106,7
133411,8
8632,8
35799,7
69228,5
140739,10
51979,7
81969,8
117654,6
146973,5
100173,8
63590,9
77487,4
126287,5
12466,0
122660,1
18625,7
62386,5
86250,2
55165,1
62994,7
73926,5
46484,7
94879,6
90518,10
122827,3
124240,0
148228,7
1768,0
10994,4
72689,7
7877,7
21598,7
84308,8
50897,5
